ano_agricola;dsc_safra_previsao;uf;produto;id_produto;area_plantada_mil_ha;producao_mil_t;dsc_situacao_levantamento;producao_acucar_mil_t;producao_etanol_anidro_mil_l;producao_etanol_hidratado_mil_l;producao_etanol_total_mil_l;produtcao_atr_kg_t;escala_producao
2015/16;UNICA          ;MS;CANA DE ACUCAR                          ;4238;596.8;48685.4;PREVISAO                                                    ;1325.1;650365.5;2169852.4;2820217.8;127.5;Grande Producao
2015/16;UNICA          ;MT;CANA DE ACUCAR                          ;4238;232.8;17150.5;PREVISAO                                                    ;337.1;528162.2;798441.8;1326604.0;153.7;Grande Producao
2015/16;UNICA          ;PA;CANA DE ACUCAR                          ;4238;11.4;682.3;PREVISAO                                                    ;22.2;29794.3;11138.0;40932.3;138.9;Pequena Producao
2015/16;UNICA          ;PB;CANA DE ACUCAR                          ;4238;124.8;5532.5;PREVISAO                                                    ;129.1;173023.1;166725.5;339748.6;130.7;Media Producao
2015/16;UNICA          ;PE;CANA DE ACUCAR                          ;4238;254.2;11349.0;PREVISAO                                                    ;822.3;154199.1;193528.2;347727.3;128.9;Media Producao
2015/16;UNICA          ;PI;CANA DE ACUCAR                          ;4238;15.1;967.4;PREVISAO                                                    ;66.9;29333.7;3336.1;32669.8;132.0;Pequena Producao
2015/16;UNICA          ;PR;CANA DE ACUCAR                          ;4238;515.7;41286.1;PREVISAO                                                    ;2703.0;586117.7;990844.3;1576962.0;134.4;Grande Producao
2015/16;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;34.3;1066.2;PREVISAO                                                    ;0.0;0.0;58656.6;58656.6;93.0;Pequena Producao
2015/16;UNICA          ;RN;CANA DE ACUCAR                          ;4238;53.2;2467.7;PREVISAO                                                    ;137.7;52106.3;37322.0;89428.3;121.4;Media Producao
2015/16;UNICA          ;RO;CANA DE ACUCAR                          ;4238;4.3;191.0;PREVISAO                                                    ;0.0;0.0;12908.8;12908.8;114.3;Pequena Producao
2015/16;UNICA          ;RS;CANA DE ACUCAR                          ;4238;1.2;61.2;PREVISAO                                                    ;0.0;0.0;3783.7;3783.7;104.6;Pequena Producao
2015/16;UNICA          ;SE;CANA DE ACUCAR                          ;4238;49.8;2284.7;PREVISAO                                                    ;105.4;26111.4;85785.5;111896.9;132.1;Media Producao
2015/16;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4498.3;367587.6;PREVISAO                                                    ;21302.7;6276251.4;8491414.5;14767665.9;130.0;Grande Producao
2015/16;UNICA          ;TO;CANA DE ACUCAR                          ;4238;30.2;2366.2;PREVISAO                                                    ;0.0;143458.4;69360.2;212818.6;156.6;Media Producao
2016/17;UNICA          ;AC;CANA DE ACUCAR                          ;4238;2.2;64.1;PREVISAO                                                    ;0.0;0.0;3674.0;3674.0;96.9;Pequena Producao
2016/17;UNICA          ;AL;CANA DE ACUCAR                          ;4238;322.2;16030.6;PREVISAO                                                    ;1446.0;275617.0;107376.0;382993.0;136.3;Grande Producao
2016/17;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.6;261.2;PREVISAO                                                    ;13.9;0.0;5496.0;5496.0;91.4;Pequena Producao
2016/17;UNICA          ;BA;CANA DE ACUCAR                          ;4238;40.0;2367.0;PREVISAO                                                    ;124.8;55671.0;50224.0;105895.0;132.7;Media Producao
2016/17;UNICA          ;CE;CANA DE ACUCAR                          ;4238;1.4;74.0;PREVISAO                                                    ;0.0;0.0;5242.0;5242.0;119.8;Pequena Producao
2016/17;UNICA          ;ES;CANA DE ACUCAR                          ;4238;47.5;1356.9;PREVISAO                                                    ;64.0;48199.0;12532.0;60731.0;127.8;Pequena Producao
2016/17;UNICA          ;GO;CANA DE ACUCAR                          ;4238;962.6;67626.8;PREVISAO                                                    ;2101.7;1019082.0;3381868.0;4400950.0;143.8;Grande Producao
2016/17;UNICA          ;MA;CANA DE ACUCAR                          ;4238;39.4;1842.3;PREVISAO                                                    ;11.6;109712.0;17649.0;127361.0;127.9;Pequena Producao
2016/17;UNICA          ;MG;CANA DE ACUCAR                          ;4238;853.1;63670.3;PREVISAO                                                    ;3992.2;1088416.0;1569039.0;2657455.0;137.7;Grande Producao
2016/17;UNICA          ;MS;CANA DE ACUCAR                          ;4238;619.0;50292.0;PREVISAO                                                    ;1734.8;794938.0;1914362.0;2709300.0;128.5;Grande Producao
2016/17;UNICA          ;MT;CANA DE ACUCAR                          ;4238;229.9;16341.5;PREVISAO                                                    ;397.7;523484.0;697215.0;1220699.0;154.2;Grande Producao
2016/17;UNICA          ;PA;CANA DE ACUCAR                          ;4238;11.1;717.8;PREVISAO                                                    ;30.0;28724.0;4486.0;33210.0;125.1;Pequena Producao
2016/17;UNICA          ;PB;CANA DE ACUCAR                          ;4238;110.3;4856.1;PREVISAO                                                    ;186.8;138746.0;144994.0;283740.0;141.3;Media Producao
2016/17;UNICA          ;PE;CANA DE ACUCAR                          ;4238;243.7;11825.8;PREVISAO                                                    ;1004.1;131886.0;203166.0;335052.0;137.9;Media Producao
2016/17;UNICA          ;PI;CANA DE ACUCAR                          ;4238;15.2;760.5;PREVISAO                                                    ;54.8;21390.0;215.0;21605.0;125.7;Pequena Producao
2016/17;UNICA          ;PR;CANA DE ACUCAR                          ;4238;617.7;42216.7;PREVISAO                                                    ;3205.7;598141.0;803129.0;1401270.0;136.9;Grande Producao
2016/17;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;26.4;1005.2;PREVISAO                                                    ;28.6;0.0;48315.0;48315.0;111.2;Pequena Producao
2016/17;UNICA          ;RN;CANA DE ACUCAR                          ;4238;48.4;1974.9;PREVISAO                                                    ;124.9;32556.0;28606.0;61162.0;120.0;Pequena Producao
2016/17;UNICA          ;RO;CANA DE ACUCAR                          ;4238;3.4;136.6;PREVISAO                                                    ;0.0;0.0;9487.0;9487.0;117.5;Pequena Producao
2016/17;UNICA          ;RS;CANA DE ACUCAR                          ;4238;1.1;45.5;PREVISAO                                                    ;0.0;0.0;2914.0;2914.0;108.3;Pequena Producao
2016/17;UNICA          ;SE;CANA DE ACUCAR                          ;4238;45.9;1706.5;PREVISAO                                                    ;109.7;22647.0;43374.0;66021.0;133.9;Pequena Producao
2016/17;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4773.1;369925.1;PREVISAO                                                    ;24059.8;6066898.0;7635869.0;13702767.0;132.1;Grande Producao
2016/17;UNICA          ;TO;CANA DE ACUCAR                          ;4238;32.0;2086.6;PREVISAO                                                    ;0.0;116738.0;45446.0;162184.0;135.6;Media Producao
2017/18;UNICA          ;AC;CANA DE ACUCAR                          ;4238;0.0;0.0;PREVISAO                                                    ;0.0;0.0;0.0;0.0;0.0;Pequena Producao
2017/18;UNICA          ;AL;CANA DE ACUCAR                          ;4238;303.8;13646.9;PREVISAO                                                    ;1064.9;217373.0;109529.0;326902.0;123.6;Media Producao
2017/18;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.6;222.1;PREVISAO                                                    ;11.9;0.0;4845.0;4845.0;93.1;Pequena Producao
2017/18;UNICA          ;BA;CANA DE ACUCAR                          ;4238;47.1;3539.7;PREVISAO                                                    ;160.1;74714.0;105931.0;180645.0;135.3;Media Producao
2017/18;UNICA          ;CE;CANA DE ACUCAR                          ;4238;0.0;0.0;PREVISAO                                                    ;0.0;0.0;0.0;0.0;0.0;Pequena Producao
2017/18;UNICA          ;ES;CANA DE ACUCAR                          ;4238;47.6;2380.7;PREVISAO                                                    ;126.8;77370.0;13282.0;90652.0;122.7;Media Producao
2017/18;UNICA          ;GO;CANA DE ACUCAR                          ;4238;911.6;70622.0;PREVISAO                                                    ;2234.6;1060506.0;3445990.0;4506496.0;142.2;Grande Producao
2017/18;UNICA          ;MA;CANA DE ACUCAR                          ;4238;38.0;2220.5;PREVISAO                                                    ;22.6;142972.0;19688.0;162660.0;139.3;Media Producao
2017/18;UNICA          ;MG;CANA DE ACUCAR                          ;4238;824.9;65017.4;PREVISAO                                                    ;4237.3;1005722.0;1715029.0;2720751.0;140.3;Grande Producao
2017/18;UNICA          ;MS;CANA DE ACUCAR                          ;4238;666.0;46940.2;PREVISAO                                                    ;1491.7;866264.0;1765958.0;2632222.0;129.6;Grande Producao
2017/18;UNICA          ;MT;CANA DE ACUCAR                          ;4238;226.9;16101.9;PREVISAO                                                    ;410.5;511939.0;593676.0;1105615.0;145.2;Grande Producao
2017/18;UNICA          ;PA;CANA DE ACUCAR                          ;4238;13.5;976.7;PREVISAO                                                    ;45.9;43472.0;8086.0;51558.0;141.9;Pequena Producao
2017/18;UNICA          ;PB;CANA DE ACUCAR                          ;4238;119.6;5829.5;PREVISAO                                                    ;159.0;183734.0;180164.0;363898.0;136.5;Media Producao
2017/18;UNICA          ;PE;CANA DE ACUCAR                          ;4238;223.2;10819.0;PREVISAO                                                    ;756.8;91985.0;227334.0;319319.0;124.0;Media Producao
2017/18;UNICA          ;PI;CANA DE ACUCAR                          ;4238;15.7;850.0;PREVISAO                                                    ;63.0;19577.0;823.0;20400.0;120.1;Pequena Producao
2017/18;UNICA          ;PR;CANA DE ACUCAR                          ;4238;583.7;37477.4;PREVISAO                                                    ;2929.5;584979.0;702864.0;1287843.0;141.3;Grande Producao
2017/18;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;17.5;872.1;PREVISAO                                                    ;35.4;0.0;46416.0;46416.0;132.6;Pequena Producao
2017/18;UNICA          ;RN;CANA DE ACUCAR                          ;4238;57.8;2516.1;PREVISAO                                                    ;160.6;32032.0;44959.0;76991.0;119.7;Media Producao
2017/18;UNICA          ;RO;CANA DE ACUCAR                          ;4238;1.8;78.0;PREVISAO                                                    ;0.0;0.0;4444.0;4444.0;96.4;Pequena Producao
2017/18;UNICA          ;RS;CANA DE ACUCAR                          ;4238;1.2;44.8;PREVISAO                                                    ;0.0;0.0;2485.0;2485.0;93.8;Pequena Producao
2017/18;UNICA          ;SE;CANA DE ACUCAR                          ;4238;37.0;1718.8;PREVISAO                                                    ;96.2;24031.0;46113.0;70144.0;128.8;Pequena Producao
2017/18;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4558.4;349200.5;PREVISAO                                                    ;23859.1;5942501.0;7144554.0;13087055.0;136.3;Grande Producao
2017/18;UNICA          ;TO;CANA DE ACUCAR                          ;4238;30.6;2187.6;PREVISAO                                                    ;0.0;115747.0;60566.0;176313.0;140.2;Media Producao
2018/19;UNICA          ;AC;CANA DE ACUCAR                          ;4238;0.0;0.0;PREVISAO                                                    ;0.0;0.0;0.0;0.0;0.0;Pequena Producao
2018/19;UNICA          ;AL;CANA DE ACUCAR                          ;4238;293.2;16201.8;PREVISAO                                                    ;1194.8;180350.0;310059.0;490409.0;129.4;Grande Producao
2018/19;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.5;236.9;PREVISAO                                                    ;12.5;;5468.0;5468.0;94.6;Pequena Producao
2018/19;UNICA          ;BA;CANA DE ACUCAR                          ;4238;43.5;3742.9;PREVISAO                                                    ;108.0;80210.0;165488.0;245698.0;142.9;Media Producao
2018/19;UNICA          ;ES;CANA DE ACUCAR                          ;4238;46.7;3174.1;PREVISAO                                                    ;146.9;111542.0;25751.0;137293.0;124.3;Media Producao
2018/19;UNICA          ;GO;CANA DE ACUCAR                          ;4238;917.1;70001.4;PREVISAO                                                    ;1670.0;686734.0;4035481.0;4722215.0;139.9;Grande Producao
2018/19;UNICA          ;MA;CANA DE ACUCAR                          ;4238;35.3;1964.3;PREVISAO                                                    ;21.8;122828.0;25088.0;147916.0;143.6;Pequena Producao
2018/19;UNICA          ;MG;CANA DE ACUCAR                          ;4238;848.0;63199.8;PREVISAO                                                    ;3063.3;824928.0;2413422.0;3238350.0;138.5;Grande Producao
2018/19;UNICA          ;MS;CANA DE ACUCAR                          ;4238;647.4;49504.7;PREVISAO                                                    ;944.3;799734.0;2477161.0;3276895.0;133.2;Grande Producao
2018/19;UNICA          ;MT;CANA DE ACUCAR                          ;4238;228.9;17348.9;PREVISAO                                                    ;370.5;470348.0;742289.0;1212637.0;142.6;Grande Producao
2018/19;UNICA          ;PA;CANA DE ACUCAR                          ;4238;14.4;999.0;PREVISAO                                                    ;47.0;36093.0;10033.0;46126.0;130.2;Pequena Producao
2018/19;UNICA          ;PB;CANA DE ACUCAR                          ;4238;122.1;5589.1;PREVISAO                                                    ;117.5;152662.0;229338.0;382000.0;139.7;Media Producao
2018/19;UNICA          ;PE;CANA DE ACUCAR                          ;4238;231.2;11425.4;PREVISAO                                                    ;732.8;79843.0;352050.0;431893.0;131.8;Media Producao
2018/19;UNICA          ;PI;CANA DE ACUCAR                          ;4238;19.0;1167.2;PREVISAO                                                    ;78.4;18020.0;19460.0;37480.0;126.0;Pequena Producao
2018/19;UNICA          ;PR;CANA DE ACUCAR                          ;4238;569.1;35495.2;PREVISAO                                                    ;2096.2;517904.0;1091418.0;1609322.0;139.7;Grande Producao
2018/19;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;21.4;1057.5;PREVISAO                                                    ;21.2;;58288.0;58288.0;114.3;Pequena Producao
2018/19;UNICA          ;RN;CANA DE ACUCAR                          ;4238;53.1;2429.3;PREVISAO                                                    ;118.2;16531.0;88446.0;104977.0;124.7;Media Producao
2018/19;UNICA          ;RO;CANA DE ACUCAR                          ;4238;1.3;58.0;PREVISAO                                                    ;;;2100.0;2100.0;61.2;Pequena Producao
2018/19;UNICA          ;RS;CANA DE ACUCAR                          ;4238;0.9;39.1;PREVISAO                                                    ;;;2189.0;2189.0;94.7;Pequena Producao
2018/19;UNICA          ;SE;CANA DE ACUCAR                          ;4238;36.6;1896.3;PREVISAO                                                    ;99.3;19099.0;81803.0;100902.0;145.7;Pequena Producao
2018/19;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4426.2;332880.6;PREVISAO                                                    ;18195.5;5137959.0;10806319.0;15944278.0;139.5;Grande Producao
2018/19;UNICA          ;TO;CANA DE ACUCAR                          ;4238;30.4;2023.9;PREVISAO                                                    ;;69684.0;85523.0;155207.0;132.2;Media Producao
2019/20;UNICA          ;AL;CANA DE ACUCAR                          ;4238;292.0;17439.5;PREVISAO                                                    ;1394.1;217677.0;304851.8;522528.8;135.5;Grande Producao
2019/20;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.4;290.4;PREVISAO                                                    ;12.3;;8816.0;8816.0;95.9;Pequena Producao
2019/20;UNICA          ;BA;CANA DE ACUCAR                          ;4238;47.0;4105.0;PREVISAO                                                    ;118.6;83381.0;165640.0;249021.0;134.4;Media Producao
2019/20;UNICA          ;ES;CANA DE ACUCAR                          ;4238;48.6;2883.9;PREVISAO                                                    ;137.6;105342.0;13576.0;118918.0;122.5;Media Producao
2019/20;UNICA          ;GO;CANA DE ACUCAR                          ;4238;943.3;75273.7;PREVISAO                                                    ;1781.8;775063.0;4473964.0;5249027.0;143.5;Grande Producao
2019/20;UNICA          ;MA;CANA DE ACUCAR                          ;4238;34.1;2343.1;PREVISAO                                                    ;23.3;142248.0;25813.0;168061.0;136.2;Media Producao
2019/20;UNICA          ;MG;CANA DE ACUCAR                          ;4238;820.5;68699.8;PREVISAO                                                    ;3192.7;1022456.0;2568537.0;3590993.0;138.3;Grande Producao
2019/20;UNICA          ;MS;CANA DE ACUCAR                          ;4238;661.0;47515.0;PREVISAO                                                    ;730.7;672410.0;2668903.0;3341313.0;136.1;Grande Producao
2019/20;UNICA          ;MT;CANA DE ACUCAR                          ;4238;215.6;17657.7;PREVISAO                                                    ;404.9;368075.0;812115.0;1180190.0;138.6;Grande Producao
2019/20;UNICA          ;PA;CANA DE ACUCAR                          ;4238;14.5;1195.0;PREVISAO                                                    ;55.6;42634.0;15667.0;58301.0;134.0;Pequena Producao
2019/20;UNICA          ;PB;CANA DE ACUCAR                          ;4238;122.8;6736.2;PREVISAO                                                    ;141.1;204306.0;238440.0;442746.0;135.4;Media Producao
2019/20;UNICA          ;PE;CANA DE ACUCAR                          ;4238;237.3;12519.6;PREVISAO                                                    ;860.4;113312.0;337418.0;450730.0;133.7;Media Producao
2019/20;UNICA          ;PI;CANA DE ACUCAR                          ;4238;19.2;1249.0;PREVISAO                                                    ;84.0;16804.0;29653.0;46457.0;134.5;Pequena Producao
2019/20;UNICA          ;PR;CANA DE ACUCAR                          ;4238;531.0;34352.6;PREVISAO                                                    ;2197.4;564486.5;1059700.5;1624187.0;148.3;Grande Producao
2019/20;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;29.2;845.8;PREVISAO                                                    ;4.4;;57374.0;57374.0;120.1;Pequena Producao
2019/20;UNICA          ;RN;CANA DE ACUCAR                          ;4238;55.2;2781.4;PREVISAO                                                    ;137.4;22863.0;101535.0;124398.0;128.1;Media Producao
2019/20;UNICA          ;RO;CANA DE ACUCAR                          ;4238;0.0;0.0;PREVISAO                                                    ;0.0;0.0;0.0;0.0;0.0;Pequena Producao
2019/20;UNICA          ;RS;CANA DE ACUCAR                          ;4238;0.7;31.0;PREVISAO                                                    ;;;1638.0;1638.0;89.5;Pequena Producao
2019/20;UNICA          ;SE;CANA DE ACUCAR                          ;4238;36.7;1947.5;PREVISAO                                                    ;82.2;21997.0;89166.0;111163.0;141.6;Pequena Producao
2019/20;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4302.2;342614.3;PREVISAO                                                    ;18437.2;5661866.0;10827520.0;16489386.0;139.1;Grande Producao
2019/20;UNICA          ;TO;CANA DE ACUCAR                          ;4238;27.7;2237.2;PREVISAO                                                    ;;81536.0;84834.0;166370.0;128.5;Media Producao
2020/21;UNICA          ;AL;CANA DE ACUCAR                          ;4238;298.4;17003.0;PREVISAO                                                    ;1436.1;189696.0;233069.0;422765.0;131.5;Grande Producao
2020/21;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.7;281.5;PREVISAO                                                    ;10.9;;9009.0;9009.0;94.9;Pequena Producao
2020/21;UNICA          ;BA;CANA DE ACUCAR                          ;4238;50.4;4459.9;PREVISAO                                                    ;134.2;117022.0;156524.0;273546.0;137.2;Media Producao
2020/21;UNICA          ;ES;CANA DE ACUCAR                          ;4238;46.9;2655.2;PREVISAO                                                    ;137.2;70903.0;40433.0;111336.0;127.1;Media Producao
2020/21;UNICA          ;GO;CANA DE ACUCAR                          ;4238;971.6;74039.9;PREVISAO                                                    ;2319.1;881689.0;3864977.0;4746666.0;142.2;Grande Producao
2020/21;UNICA          ;MA;CANA DE ACUCAR                          ;4238;33.1;2427.4;PREVISAO                                                    ;15.0;162468.0;15726.0;178194.0;135.6;Media Producao
2020/21;UNICA          ;MG;CANA DE ACUCAR                          ;4238;854.2;70565.8;PREVISAO                                                    ;4714.9;911749.0;2159728.0;3071477.0;144.7;Grande Producao
2020/21;UNICA          ;MS;CANA DE ACUCAR                          ;4238;637.2;48991.7;PREVISAO                                                    ;1847.5;655169.0;2214263.0;2869432.0;139.6;Grande Producao
2020/21;UNICA          ;MT;CANA DE ACUCAR                          ;4238;214.6;16773.2;PREVISAO                                                    ;484.4;383133.0;789738.2;1172871.2;150.3;Grande Producao
2020/21;UNICA          ;PA;CANA DE ACUCAR                          ;4238;13.8;1036.4;PREVISAO                                                    ;50.9;38676.0;11724.0;50400.0;136.6;Pequena Producao
2020/21;UNICA          ;PB;CANA DE ACUCAR                          ;4238;118.3;6242.1;PREVISAO                                                    ;143.8;180028.0;226054.0;406082.0;136.3;Media Producao
2020/21;UNICA          ;PE;CANA DE ACUCAR                          ;4238;233.0;11827.4;PREVISAO                                                    ;872.9;103092.0;254787.0;357879.0;129.3;Media Producao
2020/21;UNICA          ;PI;CANA DE ACUCAR                          ;4238;20.1;1177.3;PREVISAO                                                    ;81.7;28135.0;10473.0;38608.0;130.1;Pequena Producao
2020/21;UNICA          ;PR;CANA DE ACUCAR                          ;4238;522.9;31961.6;PREVISAO                                                    ;2619.2;455264.0;717403.0;1172667.0;139.5;Grande Producao
2020/21;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;32.7;1083.3;PREVISAO                                                    ;8.2;;74305.0;74305.0;124.0;Pequena Producao
2020/21;UNICA          ;RN;CANA DE ACUCAR                          ;4238;57.7;3067.8;PREVISAO                                                    ;173.6;31337.0;86270.0;117607.0;125.0;Media Producao
2020/21;UNICA          ;RS;CANA DE ACUCAR                          ;4238;0.7;29.7;PREVISAO                                                    ;;;1628.8;1628.8;92.8;Pequena Producao
2020/21;UNICA          ;SE;CANA DE ACUCAR                          ;4238;38.7;2243.6;PREVISAO                                                    ;117.6;21119.0;86627.0;107746.0;136.9;Media Producao
2020/21;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4444.2;354288.4;PREVISAO                                                    ;26087.1;5005270.0;9382984.0;14388254.0;147.0;Grande Producao
2020/21;UNICA          ;TO;CANA DE ACUCAR                          ;4238;28.2;2171.0;PREVISAO                                                    ;;87062.0;88888.0;175950.0;140.0;Media Producao
2021/22;UNICA          ;AL;CANA DE ACUCAR                          ;4238;307.7;19199.9;PREVISAO                                                    ;1376.6;197147.0;233385.0;430532.0;113.9;Grande Producao
2021/22;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.7;306.3;PREVISAO                                                    ;14.7;0.0;7697.0;7697.0;92.7;Pequena Producao
2021/22;UNICA          ;BA;CANA DE ACUCAR                          ;4238;57.0;4654.1;PREVISAO                                                    ;129.6;121002.0;192890.0;313892.0;145.2;Media Producao
2021/22;UNICA          ;ES;CANA DE ACUCAR                          ;4238;46.5;2653.9;PREVISAO                                                    ;129.6;82179.0;31385.0;113564.0;125.9;Media Producao
2021/22;UNICA          ;GO;CANA DE ACUCAR                          ;4238;962.9;71898.3;PREVISAO                                                    ;2297.5;1206631.0;3590325.0;4796956.0;147.6;Grande Producao
2021/22;UNICA          ;MA;CANA DE ACUCAR                          ;4238;28.6;2266.9;PREVISAO                                                    ;28.8;154101.0;9724.0;163825.0;140.6;Media Producao
2021/22;UNICA          ;MG;CANA DE ACUCAR                          ;4238;846.5;63947.7;PREVISAO                                                    ;4145.2;1217235.0;1712721.0;2929956.0;146.9;Grande Producao
2021/22;UNICA          ;MS;CANA DE ACUCAR                          ;4238;648.6;44180.3;PREVISAO                                                    ;1373.8;745093.0;1804472.0;2549565.0;131.5;Grande Producao
2021/22;UNICA          ;MT;CANA DE ACUCAR                          ;4238;195.2;15291.8;PREVISAO                                                    ;471.8;384239.0;627903.0;1012142.0;146.2;Grande Producao
2021/22;UNICA          ;PA;CANA DE ACUCAR                          ;4238;14.1;1239.8;PREVISAO                                                    ;66.5;43522.0;13963.0;57485.0;137.3;Pequena Producao
2021/22;UNICA          ;PB;CANA DE ACUCAR                          ;4238;117.2;6081.3;PREVISAO                                                    ;132.5;242541.0;134293.0;376834.0;130.6;Media Producao
2021/22;UNICA          ;PE;CANA DE ACUCAR                          ;4238;217.4;12647.7;PREVISAO                                                    ;798.8;134084.0;236208.0;370292.0;116.6;Media Producao
2021/22;UNICA          ;PI;CANA DE ACUCAR                          ;4238;20.8;1468.8;PREVISAO                                                    ;100.6;35216.0;17487.0;52703.0;134.4;Pequena Producao
2021/22;UNICA          ;PR;CANA DE ACUCAR                          ;4238;522.9;31961.6;PREVISAO                                                    ;2326.8;556241.6;592838.6;1149080.2;138.5;Grande Producao
2021/22;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;33.7;1833.4;PREVISAO                                                    ;11.1;0.0;125587.0;125587.0;122.2;Pequena Producao
2021/22;UNICA          ;RN;CANA DE ACUCAR                          ;4238;57.5;2538.4;PREVISAO                                                    ;141.9;27336.0;58262.0;85598.0;116.5;Media Producao
2021/22;UNICA          ;RS;CANA DE ACUCAR                          ;4238;0.7;29.7;PREVISAO                                                    ;0.0;0.0;1635.5;1635.5;93.2;Pequena Producao
2021/22;UNICA          ;SE;CANA DE ACUCAR                          ;4238;41.2;2205.1;PREVISAO                                                    ;97.4;19177.0;87672.0;106849.0;128.9;Media Producao
2021/22;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4168.7;298494.8;PREVISAO                                                    ;21405.9;5347976.0;6595760.0;11943736.0;144.3;Grande Producao
2021/22;UNICA          ;TO;CANA DE ACUCAR                          ;4238;27.2;2309.4;PREVISAO                                                    ;0.0;90846.0;107691.0;198537.0;148.3;Media Producao
2022/23;UNICA          ;AL;CANA DE ACUCAR                          ;4238;304.3;19841.1;PREVISAO                                                    ;1730.9;220924.0;218254.0;439178.0;123.5;Grande Producao
2022/23;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.8;218.0;PREVISAO                                                    ;12.1;0.0;5586.0;5586.0;107.0;Pequena Producao
2022/23;UNICA          ;BA;CANA DE ACUCAR                          ;4238;57.0;4657.7;PREVISAO                                                    ;87.5;132348.0;192318.0;324666.0;134.4;Media Producao
2022/23;UNICA          ;ES;CANA DE ACUCAR                          ;4238;47.5;2759.7;PREVISAO                                                    ;127.8;88859.0;87311.0;176170.0;123.7;Media Producao
2022/23;UNICA          ;GO;CANA DE ACUCAR                          ;4238;956.8;71035.4;PREVISAO                                                    ;2163.1;1277747.2;3279386.5;4557133.7;136.0;Grande Producao
2022/23;UNICA          ;MA;CANA DE ACUCAR                          ;4238;28.3;2158.1;PREVISAO                                                    ;26.1;146111.0;12857.0;158968.0;136.1;Media Producao
2022/23;UNICA          ;MG;CANA DE ACUCAR                          ;4238;896.4;70537.9;PREVISAO                                                    ;4501.9;1201283.2;1438226.9;2639510.1;138.7;Grande Producao
2022/23;UNICA          ;MS;CANA DE ACUCAR                          ;4238;636.0;44627.1;PREVISAO                                                    ;1500.3;1312029.0;2055565.0;3367594.0;131.3;Grande Producao
2022/23;UNICA          ;MT;CANA DE ACUCAR                          ;4238;174.7;15876.6;PREVISAO                                                    ;501.6;394507.0;749076.0;1143583.0;134.1;Grande Producao
2022/23;UNICA          ;PA;CANA DE ACUCAR                          ;4238;15.5;1227.0;PREVISAO                                                    ;60.3;40103.0;12324.0;52427.0;130.0;Pequena Producao
2022/23;UNICA          ;PB;CANA DE ACUCAR                          ;4238;117.6;7302.4;PREVISAO                                                    ;169.2;284221.0;168229.0;452450.0;129.8;Media Producao
2022/23;UNICA          ;PE;CANA DE ACUCAR                          ;4238;237.4;14605.0;PREVISAO                                                    ;982.7;215017.9;183269.2;398287.1;129.6;Grande Producao
2022/23;UNICA          ;PI;CANA DE ACUCAR                          ;4238;21.2;1459.0;PREVISAO                                                    ;101.0;27915.0;17116.0;45031.0;126.3;Pequena Producao
2022/23;UNICA          ;PR;CANA DE ACUCAR                          ;4238;475.4;30953.1;PREVISAO                                                    ;2218.8;596509.0;495298.0;1091807.0;129.2;Grande Producao
2022/23;UNICA          ;RJ;CANA DE ACUCAR                          ;4238;35.5;1578.2;PREVISAO                                                    ;28.7;0.0;109622.0;109622.0;128.1;Pequena Producao
2022/23;UNICA          ;RN;CANA DE ACUCAR                          ;4238;66.1;3662.3;PREVISAO                                                    ;206.9;45777.5;81799.0;127576.5;127.6;Media Producao
2022/23;UNICA          ;SE;CANA DE ACUCAR                          ;4238;39.6;2375.2;PREVISAO                                                    ;129.8;17024.0;85477.0;102501.0;123.2;Media Producao
2022/23;UNICA          ;SP;CANA DE ACUCAR                          ;4238;4147.6;312879.5;PREVISAO                                                    ;22487.6;5553618.0;6415042.0;11968660.0;133.6;Grande Producao
2022/23;UNICA          ;TO;CANA DE ACUCAR                          ;4238;27.9;2378.0;PREVISAO                                                    ;0.0;93175.0;111963.0;205138.0;131.0;Media Producao
2023/24;UNICA          ;AL;CANA DE ACUCAR                          ;4238;298.7;19675.8;PREVISAO                                                    ;1495.3;271869.4;204151.0;476020.4;127.1;Grande Producao
2023/24;UNICA          ;AM;CANA DE ACUCAR                          ;4238;3.9;304.0;PREVISAO                                                    ;20.4;0.0;7805.0;7805.0;122.5;Pequena Producao
